vars,a,b,c,d,h,K,m,sigmaX,NPV_a,NPV_b,PreyDeficit,PredatorDeficit
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.0257996859511075,0.29031355405187387,0.7191531343074213,0.11864812497136892,0.48122436877212593,2308.070969343894,1.3311852994852238,0.0017631578336614563,1103.8175162410332,186.0052184427287,0.04485419395639193,0.7023398141225673
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.017771331697959775,0.7891501697115542,0.4830970396538972,0.12738610269959993,0.9670027819126396,2698.1827595761765,1.036768384641851,0.006689739690932777,1278.0491557611695,196.15416763924185,0.02170568615904872,0.5980534685722462
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.008925273880634507,0.171889268111406,0.20527670328717826,0.11794215356611744,0.8661491190777839,2283.7168791669046,1.0968690295194683,0.002059256966056396,1090.7792149533093,180.06619778233272,0.06008350039929915,0.9333428797889839
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.02608671806423931,0.447639253795188,0.7019991654193898,0.11630790870051291,0.11469974427839276,3675.3326168231024,0.5156637115369932,0.008912836147738072,1020.3274252570048,1374.8202216956633,0.9469327379627204,0.0
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.029661320292941114,0.6135780366367085,0.5203944189796587,0.08707091224710786,0.4910785380892216,2450.3070165907857,0.8673132767336557,0.0034457079164279154,3782.3477908543464,709.9258340413755,0.21684461191520296,0.5880034382919026
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.034325663779678904,0.2708066272121712,0.9843805896602649,0.16911890164586993,0.38404898671829246,1800.2176237445342,1.3177708861161452,0.00288950784069604,858.3364894192181,174.4864036363975,0.05628889136514277,0.6865401864985848
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.008412394742382479,0.8952614693589318,0.5358603622924083,0.06046206661181232,0.6326976657924316,1878.4302319655876,0.3817237329232761,0.00337693808310977,3610.3190977510158,1245.161690840512,0.23600525663564703,0.5157292235889923
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.022532291580242704,0.3673719584728322,0.48489426920469797,0.11336479017771033,0.021164838480621267,2361.726631675355,0.7900156926872884,0.005689318702024558,3061.8039175827103,750.8233223668841,0.4089996746297472,0.5900012506446833
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.003464764762683594,0.11251337135794298,0.4810958275334703,0.10674208110458577,0.5546516690506356,2236.636134843698,0.833234794749589,0.001965069602772478,1061.3123700608012,192.76862001449453,0.11212899277235892,0.7997858730500773
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.044086200638428406,0.8187348808358362,0.4174069399469166,0.09016992300901633,0.2116979510444632,2831.0884431204354,0.6332240335344013,0.009527214442142752,4574.013204759717,2698.6400146989326,0.49187220489392064,0.0
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.03176861798048086,0.9409715429410166,0.34639040093077855,0.0648098415234291,0.8743982267675037,1294.785593045491,0.41606842092894947,0.009144233651780197,1639.482987466449,720.5581639962161,0.19309730670787775,0.5931208946333048
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.00980270281799014,0.04190610892890686,0.4486999173638201,0.11414484786662536,0.5111553720032763,2062.596886326375,0.7100774279075186,0.006075283160965232,933.4442289828152,232.30348456163335,0.6178973610857216,0.6471784710379344
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.021267072371078423,0.5450915746115241,0.7936056152233213,0.17521263727656478,0.2675604696158305,1982.7717560816,1.4533827565627453,0.004278840122409849,952.3648709265806,162.4212267838819,0.020712075997615594,0.848768711733628
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.009179235111866508,0.6006545330717133,0.299679503155158,0.15125476654564468,0.39113744942556306,1319.0977541272093,0.8143793648278026,0.003823878336352623,613.0332162659126,179.00401748780627,0.03467838902217324,0.8531945069298988
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.03085237181068394,0.04004185143079194,0.9829289126766962,0.056183424075923256,0.5195246125635328,3430.610552588453,0.3312926614400935,0.00927715158704807,1141.114687497155,1229.307758990756,0.980147929062651,0.8516591946195864
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.029281353096018904,0.1806114694352178,0.35002960068430233,0.17404252240115864,0.6067095533683815,3533.1628076174134,0.4132256660453203,0.005868096891117746,1643.2749252045705,416.3633271969094,0.9263326405990828,0.7614302394608818
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.014041103735752772,0.08770629883935686,0.7740084452377005,0.07567985988898152,0.4123652361763708,1264.6072614907025,0.23881124043368687,0.0061116097425341865,238.31593584764644,836.7493033138998,0.9837619795323645,0.9437901788991847
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.010431241034789925,0.3207496112155299,0.529865909481044,0.059587749308021354,0.9745956444595422,1227.8148022053758,0.39981056820198013,0.003628599050888544,1176.2576192648487,652.486881560086,0.4367696351330279,0.6400094094157935
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.033647898696844245,0.3881025636799002,0.2559695973315918,0.10808737731295193,0.17207383584634334,3531.5260572386583,0.23143647544822596,0.002793013778392815,563.7143172868163,879.4055566617633,0.9848571050726412,0.9417746596584995
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.0262327358913993,0.17561496377354618,0.7060769402474143,0.05415603652945879,0.9780737454471642,2209.91070574498,1.2212888436007803,0.005684785648860431,1569.921474437826,277.554062831793,0.23531196028915283,0.6961773917816052
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.03372885704325919,0.044116350152167666,0.7227642184433085,0.07760791085896225,0.7214803853535146,1463.6097162834387,1.4584380290344474,0.00742643087361908,700.7583340044849,194.2627382023121,0.26359194994004065,0.7971684508885093
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.013465608911794484,0.838921959268342,0.2596445336565338,0.12121927990084723,0.45960340839182956,1827.2038636374573,1.023287208094184,0.00432867673385453,867.2250343261089,183.29503904555844,0.019063102282550995,0.8475011045526353
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.01476967388975925,0.16266786675701572,0.2005295498078672,0.13463264275510942,0.6094986345367018,2055.9832794606004,0.5004273940165531,0.006651794782144931,960.1377532512247,263.8905400635481,0.3679918066133796,0.7588289864287172
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.013349487985883365,0.45552492099932357,0.2095646337996524,0.19673788327333058,0.4197800704357718,1440.4659213189136,0.21314166021026937,0.008132401124685803,712.095066264449,397.5000822388115,0.3384962967730274,0.7443734971324331
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.048297299328677025,0.5125909740957785,0.2580983247020142,0.0869625222779859,0.23049989428451903,2763.98682902912,0.9049717196725586,0.009152200240492368,3485.142607267214,569.4019688370976,0.25461289383101976,0.6377909333604832
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.04060131014512536,0.21676115332940427,0.8924526003558362,0.12084391849541651,0.8005004712048563,2169.1581996443865,0.24017518082536585,0.009823068946840291,750.2297922792512,710.8689313495872,0.9782477008845751,0.8917401519025265
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.02850215792838067,0.5206159458850567,0.3385291123155696,0.18579845484498536,0.12212440846267739,1662.836101330021,0.29628675019814665,0.006642926401370224,171.92513946764004,424.41817304760514,0.9895531798953175,0.9515327486926917
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.032754752560448554,0.8417524791496181,0.8723991340520421,0.09075302158304183,0.8834689757319726,2118.376307891406,0.767386571926655,0.006915726221818419,4820.446020635433,1320.7849202540744,0.24407265086768276,0.46583289602054667
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.04872018957447095,0.02890220237004816,0.6552022495714261,0.06909326169605924,0.1756938528667709,1680.420803864101,1.2549542937131979,0.007640918793232491,808.0489278232808,215.44813093756989,0.5610024919870752,0.6362237528604826
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.014575818575523527,0.166669173007215,0.6682703457769025,0.1832442504983059,0.6538099581184244,2576.659558115594,0.39125625053148816,0.006979506266942371,988.757725491383,471.029479306098,0.9303340686373769,0.5725065917405293
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.03580845790898845,0.7018525081508783,0.39584860977489367,0.12607131302540253,0.07522609805625716,2692.6979334253374,1.369301282327394,0.0017888636464107855,1288.148609599791,181.13176008812653,0.021214735678927527,0.7465221396806493
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.03453942857493856,0.6604286921027839,0.3044811934695668,0.12488026205790223,0.0620114404436593,2115.657668687859,0.7227813651509543,0.0067488164434831395,3092.4964961016653,889.7120394675898,0.34013947169885617,0.5546916240176519
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.03533568144608778,0.1356898730664096,0.6018072155940526,0.07062038889554398,0.6572728963260037,2364.851061251691,1.3983172011798215,0.00392086195413671,1132.1074984653026,200.3603240183707,0.08882397015548897,0.637648392594017
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.003516318111865252,0.7644468939044076,0.2786996751731801,0.19345549494608993,0.6955473640555713,1405.9982609290012,0.35021940899609805,0.003538693593129509,602.4314382864324,196.88639359418303,0.030149029557261543,0.8694557170451493
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.04127210903405813,0.8436121561903425,0.6845712934691939,0.09157391925859934,0.6684883451888739,3384.821672666434,0.30053802736061574,0.005781762325779555,1560.075739185834,961.0373033868069,0.9681536228178498,0.7214973319137911
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.011655518288529168,0.8256828334296352,0.5962124896449836,0.12177441972245974,0.18538020289751161,2110.553453396479,0.13321974233459297,0.004688828556038926,126.84798864998676,1574.5635944138098,0.9886106157383583,0.9052342141041144
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.005910701753608107,0.8737186742555753,0.2572007835956053,0.17919723806237714,0.21911577984478783,2294.5668360661925,0.47460572509462806,0.0018809558887288918,1864.6240878718606,339.50436087634966,0.10060784986059593,0.7076645864073966
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.0027889408504575604,0.6242769647957206,0.23402638535973871,0.15430744483760955,0.3661124500622762,2629.376890525493,1.0556722696577547,0.005644749961731613,1264.0503469756381,166.7878426895035,0.013335876586661317,0.9530918835303117
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.03632087268234043,0.5430865855074845,0.8573835242309382,0.17731291761584167,0.07161738662213978,3992.2922015391114,1.1261784231868257,0.0068328494969122945,6984.736168496747,743.3644780396279,0.24387969547640892,0.556272934009867
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.00939264378096826,0.4664888681298215,0.5107773837336307,0.05631532413043569,0.973872982837684,3961.825838152165,0.3221097309270369,0.003168815704783123,7050.62439230687,1227.365276129327,0.36677122512651483,0.5025047063424996
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.03916187223612634,0.383716143430845,0.8520679561045907,0.11645253828644626,0.2843820579213516,1417.6996202760477,0.9998726564438346,0.00261157032640691,1809.5684863463207,538.7117083868486,0.30325627741944855,0.6484054622606241
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.04213608151460583,0.9461272935434097,0.48812347556948454,0.09617986954550453,0.8532627490875482,2861.088620871016,0.4390274573157371,0.009669239963926036,6212.291214653254,1374.6993376152925,0.23112353225889293,0.46205253980487887
"[0.6314690610048542, 0.2440706858259104, 0.509203414441892, 0.0, 0.4035862871358682, 0.23023882485989133, 0.8480391195824282, 0.7736695219030195, 0.3059500662313822, 0.0861925356012565, 0.33661384815353634, 0.9418534259574572]",0.007521381974333681,0.8865239224524606,0.839163325452285,0.05115099398301982,0.9656460113314631,2162.2820658842857,1.1268749177169874,0.00899913699055038,1134.5654591572622,219.2790707363465,0.024176187746739835,0.6426280140149325
